ID,Description
2293,Data warehouse refreshment process modeling and execution.
2294,Requirements interaction management in development projects.
2295,OMS Java Object Management Framework.
2296,Workflow modelling principles for business processing.
2297,Temporal logic for modeling and querying.
2298,Learning power comparison between symbolic and case-based methods.
2299,Warehousing workflow data challenges and opportunities.
2300,Cold-start recommendation methods and metrics analysis.
2301,Enhancing paper-based system with visual input.
2302,Semantic theory for Fudgets in Haskell.
2303,Visualisation effectiveness and usability criteria evaluation.
2304,Internet resource organization for personal information.
2305,Statistics and prosody for chunky parser development.
2306,Visual interface for browsing and querying XML.
2307,ILP and machine learning in computational logic.
2308,Replicated database protocols classified with Atomic Broadcast.
2309,Agent-oriented analysis and design methodology: Gaia.
2310,Agent-based framework for efficient distributed simulations.
2311,Acoustic rangefinder for localization applications.
2312,Survey of total order broadcast and multicast algorithms.
2313,AgentScape: Internet-Scale Multi-Agent System Management.
2314,Shared exception handling service for agent systems.
2315,Mobile web search with multi-modal input.
2316,Face recognition system for image retrieval.
2317,Sparse grid classification with simplicial basis functions.
2318,Semantics-based information retrieval using description logics.
2319,Supporting users with digital appliances infrastructure.
2320,Data cleansing for merge/purge in KDD applications.
2321,Diagnosis in Multi-Agent Systems for Adaptability.
2322,Children's involvement in technology design for learning.
2323,Detect text in scenes; extract text from surfaces.
2324,Clustering algorithm for sparse text data.
2325,Autoepistemic belief theories and static semantics.
2326,Belief reasoning framework for MLS deductive databases.
2327,Call centre scheduling multi-agent system.
2328,Face recognition with Evolutionary Pursuit and genetic algorithms.
2329,Structured file data benefits from database technology.
2330,Two-level grammar concepts for design.
2331,Content language for text and graphics generation.
2332,Coordinating diverse medical work efficiently.
2333,Molecular geometry optimization pattern search.
2334,Parameterized views for relational unification in SQL.
2335,Rank aggregation in social choice theory.
2336,User profiles evolving to combat internet overload.
2337,Autonomy in agent metaphor in OOP.
2338,Formal models and decision procedures for MAS.
2339,Gesture-controlled robot for object perception and manipulation.
2340,Heuristics for Autonomous Discovery Systems.
2341,Reflections on C+C language requirements.
2342,Active learning for hidden Markov model extraction.
2343,Methodology for BDI agent systems modeling.
2344,Semantic framework for diverse service description.
2345,Interactive machine learning for adaptive user interfaces.
2346,Semantics of BDI agents in complex environments.
2347,Temporal databases and deontic logic in information systems.
2348,Estimating R茅nyi Information Divergence with Pruned MST.
2349,Supporting user actions in high-volume data.
2350,GA-based relational learner DOGMA for concept learning.
2351,Java package for multiple input devices.
2352,Probabilistic retrieval with unified representation.
2353,Agent-enabled system architectures for software.
2354,Hybrid GA for multimodal problems.
2355,Overview of concurrency models in computing.
2356,Declarative semantics of belief queries in MLS databases.
2357,Agent modeling environment for simulation in Java.
2358,Organizational structure adaptation through self-diagnosis in MAS.
2359,Fault-tolerance in multi-agent systems.
2360,Study on path constraints in deterministic graph model.
2361,Spatial reasoning with qualitative and quantitative data.
2362,Enhancing cooperation among fuzzy rules in FRBS.
2363,Augmented reality for outdoor architecture visualization.
2364,Integrating theory and practice of BDI agents.
2365,AR system bridges user interface dimensions.
2366,Enhances personal photo collection management.
2367,DAG Matching Techniques for Structured Document Retrieval.
2368,Temporal extension with rich data support.
2369,Dependable internet routing algorithm with redundancy reduction.
2370,Efficient security flaw detection in OODB.
2371,Automating domain-specific search engines using ML.
2372,Efficiently finds high-quality web pages.
2373,Computer vision for AR natural user interface.
2374,Agent-Oriented Programming with Linear Logic: Implementation and Analysis.
2375,Generate code for Agent UML sequence diagrams.
2376,Real-time hand tracking and gesture recognition.
2377,Handling uncertainty in temporal data.
2378,Bayesian problem-solving techniques in AI.
2379,Statistical segmentation of Japanese Kanji sequences.
2380,Autonomous bidding agents in online auctions.
2381,IQ-reasoning driving shift to integrated information systems.
2382,Designing Deductive Query Language for ODMG Databases.
